ASALTAR,1,0,0
ASALTOS,1,0,3
ASCENSO,1,1,0
ASEGURA,0,5,1
ASEGURO,0,1,1
ASEGURÓ,0,1,1
ASESINA,0,0,1
ASESINE,0,0,1
ASESINO,0,1,6
ASESINÓ,0,0,2
ASFIXIA,0,1,1
ASIDERO,1,0,0
ASIDUOS,0,1,0
ASIENTO,5,5,1
ASIGNAR,0,0,1
ASINTIÓ,0,2,0
ASISTIR,1,3,1
ASISTIÓ,0,1,0
ASISTÍA,0,1,0
ASOCIAR,0,0,1
ASOMABA,2,0,0
ASOMADO,0,1,1
ASOMBRO,4,6,6
ASOMBRÓ,0,0,9
ASPECTO,2,15,8
ASPIRAN,0,1,0
ASTUCIA,0,4,1
ASTUTAS,0,1,0
ASTUTOS,1,0,0
ASUNTOS,2,11,5
ASUSTAR,1,1,1
ATACADA,0,1,0
ATALAYA,0,1,0
ATENTAR,0,1,0
ATENTOS,1,0,0
ATENUAR,0,0,1
ATESORA,0,1,0
ATIENDE,0,0,2
ATIENDO,0,1,0
ATRAPAR,2,2,0
ATREVES,0,0,2
ATREVIÓ,0,4,1
ATREVÍA,0,1,0
ATROCES,1,1,0
AUDACES,0,2,0
AUDACIA,1,3,0
AUGUSTA,0,1,0
AULLABA,1,0,0
AUMENTA,0,0,1
AUMENTO,2,1,0
AURORAS,0,0,1
AUSENTE,0,0,3
AUSENTO,0,0,1
AUSENTÓ,0,0,3
AUSTERA,1,0,0
AUTORES,0,0,1
AUXILIO,2,5,1
AVANZAR,0,3,0
AVANZAS,0,1,0
AVISABA,1,0,0
AVISADO,1,2,1
AVISARA,0,1,0
AVISARÉ,0,1,1
AVISTAR,0,0,1
AYUDABA,4,0,0
AYUDADO,0,1,0
AYUDASE,0,0,1
AZAFRÁN,0,0,1
AZOTADO,1,0,0
AZULADA,1,1,0
AZULADO,0,2,0
AZUZABA,0,1,0
AÑADIDO,0,0,1
BABUCHA,0,0,2
BAJABAN,1,1,0
BAJAMOS,0,1,0
BAJANDO,0,1,1
BAJARON,0,0,4
BAJASEN,1,0,0
BALLENA,0,0,1
BANASTA,1,0,3
BANDEJA,0,0,5
BANDERA,0,1,0
BANDIDO,0,3,0
BARAMKA,0,0,1
BARANDA,0,1,0
BARBERO,0,1,0
BARRACA,9,0,0
BARRIDO,1,1,2
BARRIGA,0,1,0
BARRIOS,0,2,0
BASELGA,0,144,0
BASSORA,0,0,1
BASTABA,3,0,1
BASTADO,0,1,1
BASTERA,0,1,0
BATALLA,1,1,1
BATIRME,0,1,0
BATIRSE,0,2,0
BAUTIZA,1,0,0
BAUTIZO,1,0,0
BAÑARSE,0,0,1
BAÑARTE,0,0,1
BEBIDAS,1,0,4
BEBIMOS,0,0,4
BECERRO,0,0,1
BEDUINO,0,0,1
BELLEZA,6,6,3
BENDIGA,0,0,1
BENDIGO,0,0,1
BENDITA,0,0,1
BENDITO,1,1,2
BESANDO,0,0,2
BESARME,0,0,1
BESARON,1,0,2
BESTIAS,1,1,0
BIGOTES,0,3,1
BILLETE,2,0,0
BIZARRO,1,0,0
BLANCAS,5,1,1
BLANCOS,4,0,2
BLOQUEO,0,1,0
BODEGAS,0,1,0
BOFETÓN,0,1,0
BOHEMIA,1,0,0
BOHEMIO,1,0,0
BOLITAS,0,1,0
BORDADA,0,0,2
BORDADO,0,0,2
BORRADO,1,1,0
BORRICO,0,1,2
BOSQUES,0,1,0
BOSSUET,0,1,0
BOSTEZO,1,1,0
BOTELLA,3,0,0
BOTICAS,1,0,0
BOTONES,2,1,0
BRASERO,0,4,0
BRAVURA,0,1,0
BREBAJE,1,0,0
BRECHAS,0,1,0
BRILLAN,0,1,0
BRILLAR,0,2,1
BRIOSOS,1,0,0
BROCADO,0,0,2
BROCHAS,0,1,0
BROTABA,0,0,2
BROTADO,0,0,1
BRUSCOS,0,1,0
BUFANDO,1,0,0
BURLABA,2,3,0
BURLONA,1,3,0
BUSCABA,5,4,0
BUSCARÁ,0,0,1
BUSCARÉ,0,1,0
BUSCASE,1,0,0
BUSQUES,0,0,1
BUTACAS,2,0,0
BÁRBARA,0,1,0
BÁRBARO,0,1,0
BÍBLICA,0,1,0
CABALLO,2,1,12
CABELLO,0,1,5
CABEZAS,1,1,2
CACERÍA,0,0,1
CADALSO,0,1,0
CADENAS,1,1,1
CADERAS,1,0,0
CADÁVER,0,3,1
CAERÍAN,0,1,0
CAJONES,1,0,0
CALADOS,0,0,1
CALCULA,1,0,0
CALCULE,0,2,0
CALDERA,1,0,0
CALDERO,0,0,1
CALETRE,1,0,0
CALIDAD,0,2,4
CALIFAS,0,0,2
CALLABA,1,0,0
CALLADA,0,1,0
CALLADO,0,1,0
CALLEJA,0,1,1
CALLOSA,2,0,0
CALMADO,0,0,1
CALORES,0,1,0
CAMARÍN,0,0,1
CAMBIAN,0,0,1
CAMBIAR,1,2,1
CAMELLO,0,0,1
CAMINAR,0,0,2
CAMINOS,2,0,0
CAMPANA,1,1,0
CAMPAÑA,0,4,0
CAMPEÓN,0,4,0
CANALLA,0,6,0
CANCIÓN,0,1,2
CANSADA,1,2,0
CANSADO,0,1,3
CANTABA,1,1,1
CANTADA,1,0,0
CAPACES,1,2,2
CAPAZOS,1,0,0
CAPITAL,0,9,5
CAPITÁN,0,14,10
CARECEN,0,2,0
CARECER,0,1,1
CARECÍA,0,0,1
CAREZCO,0,1,0
CARGABA,0,0,1
CARGADA,1,2,1
CARGADO,2,0,2
CARGUES,0,0,1
CARICIA,3,1,0
CARIDAD,0,1,0
CARITAS,1,0,0
CARMESÍ,0,0,1
CARNERO,0,0,3
CARNOSO,1,0,0
CARRERA,2,1,0
CARRETA,1,0,0
CARTERA,0,1,0
CASACAS,0,2,0
CASADOS,1,0,0
CASARME,0,1,0
CASARON,1,1,1
CASARSE,3,1,2
CASARTE,0,0,1
CASCADO,0,1,0
CASERÓN,0,5,0
CASITAS,2,0,0
CASTIGO,0,0,5
CASUCHA,2,0,0
CATORCE,6,0,0
CAUSABA,0,13,0
CAUSADO,0,3,1
CAUSARÁ,0,1,0
CAUSÁIS,0,1,0
CAUTELA,0,2,0
CAUTIVA,0,0,1
CAVARON,0,0,1
CAYENDO,3,0,1
CAYERAN,0,2,0
CAYERAS,0,1,0
CAYERON,1,1,3
CAYESEN,2,0,1
CAYESES,0,0,1
CAZANDO,1,0,0
CAZUELA,2,0,0
CAÑONES,0,9,0
CEBOLLA,2,0,0
CEGARON,1,0,1
CEGUERA,2,0,0
CELEBRA,0,0,1
CELESTE,0,1,0
CENAMOS,0,0,1
CENIZAS,0,1,2
CERCADO,1,0,0
CERCANA,0,2,0
CERCANO,0,2,1
CEREBRO,3,13,1
CERRABA,2,0,0
CERRADA,1,4,2
CERRADO,2,2,1
CERRAJA,0,2,0
CERROJO,1,0,0
CERTERO,1,1,0
CERTEZA,0,5,1
CESAMOS,0,0,1
CESARON,0,0,3
CEÑIRSE,0,0,1
CEÑUDOS,0,1,0
CHARLAR,0,1,0
CHEITÁN,0,0,1
CHISMES,0,1,0
CHISPAS,4,0,2
CHOQUES,1,0,0
CHORROS,0,1,0
CHUPABA,1,0,0
CIENCIA,0,1,9
CIENTOS,0,1,0
CIERTAS,3,9,1
CIERTOS,2,10,0
CIFRABA,0,1,0
CIGARRO,2,0,0
CINCELÓ,0,0,1
CINTURA,1,0,0
CIRCULA,0,0,1
CIRCULÓ,0,0,1
CITANDO,0,1,0
CITARLO,0,1,0
CLAUDIO,0,61,0
CLÁSICA,0,1,1
CLÉRIGO,0,3,0
COBARDE,0,3,0
COBRARÉ,0,0,1
COBRIZO,1,0,0
COCHERA,2,0,0
COCHERO,6,0,0
COCINAS,0,1,0
CODICIA,1,0,0
COGERLO,0,0,1
COGERÁS,0,0,1
COGOLLO,1,0,0
COLCHÓN,0,0,1
COLEGAS,0,1,0
COLEGIO,0,18,0
COLGABA,0,0,1
COLGADO,0,0,2
COLINAS,0,0,1
COLIRIO,0,0,1
COLMABA,0,0,1
COLMADO,0,1,3
COLMARÉ,0,0,1
COLOQUÉ,0,0,1
COLORES,5,1,4
COLOREÓ,0,1,0
COLOSAL,1,3,0
COLUMNA,0,1,2
COMARCA,0,0,1
COMBATE,0,4,0
COMEDIA,0,4,0
COMEMOS,1,0,0
COMENCÉ,0,0,4
COMENZÓ,0,10,8
COMEROS,0,0,1
COMERSE,1,0,0
COMETAS,0,1,0
COMETER,0,2,2
COMETIÓ,0,0,1
COMETÍA,0,1,0
COMIDAS,0,1,0
COMIERA,1,0,0
COMIMOS,0,0,4
COMPARE,0,0,1
COMPRAR,0,1,9
COMPRAS,1,0,0
COMUNES,0,1,0
CONCEDA,0,3,0
CONCEDE,0,1,0
CONCEDO,0,0,2
CONCEDÍ,0,1,0
CONCHAS,1,0,0
CONCISO,0,1,0
CONDESA,2,22,0
CONDUCE,0,0,2
CONDUJO,0,0,3
CONFESÓ,0,1,0
CONFIAR,0,1,0
CONFUSA,0,3,0
CONFUSO,0,3,1
CONFÍAN,0,1,0
CONJURO,0,0,8
CONMIGO,0,2,19
CONOCEN,2,1,0
CONOCER,1,12,2
CONOCES,0,2,0
CONOCIÓ,0,2,0
CONOCÍA,0,8,4
CONOZCA,0,0,1
CONOZCO,1,11,1
CONSEJO,3,4,4
CONSIGO,0,0,1
CONSOLA,0,1,0
CONSUME,0,1,0
CONTABA,2,0,0
CONTADO,0,0,3
CONTARÁ,0,0,1
CONTARÉ,0,0,8
CONTIGO,1,1,9
CONTUVO,1,0,0
CONVITE,1,0,0
COPIADO,0,0,1
CORAZAS,0,1,0
CORAZÓN,0,10,31
CORDAJE,2,0,0
CORDIAL,0,0,1
CORDURA,0,1,0
CORNEJA,0,0,1
CORNETA,1,0,0
CORNUDO,0,0,1
CORREAS,0,0,1
CORREOS,0,1,1
CORRIDO,2,0,0
CORRÍAN,0,0,4
CORTADA,0,1,1
CORTADO,0,1,3
CORTARÁ,0,0,1
CORTEJO,1,0,0
CORTIJO,0,1,0
CORTINA,0,5,0
COSERTE,0,0,1
COSIDAS,0,0,1
COSTABA,1,0,0
COSTADO,0,2,2
COSTARA,1,0,1
COVOYES,0,1,0
CREABAN,0,1,0
CREADOR,0,0,1
CREANDO,0,1,0
CREARON,0,0,1
CREARSE,0,1,0
CRECIDO,0,1,0
CRECÍAN,0,1,0
CREERLA,1,1,0
CREERLO,0,0,1
CREERME,0,1,0
CREERSE,0,2,0
CREERÍA,0,1,1
CREYERA,0,1,0
CREÍAME,0,0,1
CREÍASE,0,1,0
CREÍMOS,0,0,1
CRIADAS,1,0,0
CRIADOS,1,2,0
CRIANZA,0,0,1
CRIARSE,0,0,1
CRIOLLO,0,1,0
CRISTAL,1,1,1
CRUCERO,2,0,0
CRUELES,4,4,3
CRUJIDO,1,0,0
CRUZABA,1,0,0
CRUZADO,1,2,0
CRÉDITO,0,0,1
CRÉDULO,0,1,0
CRÍTICA,0,0,3
CRÍTICO,0,0,1
CRÓNICA,0,1,0
CUADROS,0,1,0
CUANTAS,3,4,5
CUANTOS,8,16,8
CUANTÍA,0,0,1
CUARTEL,0,2,0
CUARTOS,0,1,1
CUELLOS,1,0,1
CUENTAS,3,2,1
CUENTES,0,0,3
CUENTOS,1,1,23
CUERDAS,0,0,1
CUERNOS,0,0,1
CUERPOS,0,5,0
CUESTAN,1,0,0
CUIDABA,0,3,0
CUIDADO,2,2,4
CULEBRA,0,0,4
CULTIVO,1,0,0
CULTURA,0,1,2
CUMPLAN,0,0,1
CUMPLES,0,0,4
CUMPLID,0,1,0
CUMPLIR,2,15,5
CURARSE,0,1,0
CURARÁS,0,0,1
CURIOSA,1,0,0
CURIOSO,0,1,1
CURVADA,1,0,0
CUÁNTOS,0,1,0
CÁNTARO,0,0,1
CÁUCASO,0,0,1
CÉLEBRE,0,8,1
CÍRCULO,0,0,1
CÓMICOS,0,1,0
CÓRDOBA,0,1,0
CÓRDOVA,0,7,0
CÓRTALE,0,0,1
DAMASCO,0,0,2
DEBEMOS,0,3,4
DEBERES,1,5,2
DEBERSE,1,0,0
DEBIERA,0,1,0
DECAÍDA,0,1,0
DECENTE,2,0,0
DECIDIR,0,2,0
DECIDIÓ,0,5,1
DECIDME,0,1,0
DECIRLA,1,0,0
DECIRLE,2,3,1
DECIRME,0,2,1
DECIROS,0,0,1
DECIRSE,1,1,1
DECIRTE,0,0,1
DECLARO,1,0,0
DECLARÉ,0,1,0
DECLARÓ,0,1,0
DEDICAR,0,1,0
DEDILLO,0,1,0
DEFECTO,0,6,0
DEFENSA,1,9,1
DEFINIÓ,0,1,0
DEGOLLÓ,0,1,0
DEJABAN,2,3,0
DEJAMOS,0,1,2
DEJANDO,2,11,3
DEJARAS,0,0,1
DEJARLO,0,2,0
DEJARME,0,2,0
DEJARON,1,0,3
DEJARSE,4,2,0
DEJARÁS,0,0,1
DEJARÍA,0,0,1
DEJASEN,1,0,0
DEJASTE,0,0,1
DEJEMOS,0,1,1
DELANTE,3,4,16
DELATEN,0,1,0
DELEITA,0,0,1
DELGADA,2,0,0
DELICIA,0,2,3
DELIRIO,1,3,0
DELITOS,0,2,0
DEMANDA,0,1,2
DEMONIO,1,2,0
DEPENDE,0,1,2
DERECHA,0,0,3
DERECHO,5,8,4
DERRAMA,0,2,0
DERRAMÉ,0,0,1
DERRAMÓ,0,0,2
DERRIBÓ,0,0,2
DERROTA,0,1,0
DESCOCO,0,1,0
DESEABA,4,7,5
DESEADA,0,1,0
DESEOSA,0,1,0
DESEOSO,0,2,0
DESFILE,0,2,1
DESHACE,1,0,0
DESIGNA,0,1,2
DESISTA,0,1,0
DESMAYO,1,0,0
DESMAYÉ,0,0,1
DESMAYÓ,0,0,1
DESNUDA,0,0,5
DESNUDO,1,1,0
DESNUDÓ,0,0,6
DESPEGO,0,1,0
DESPEGÓ,0,1,0
DESPOJA,0,1,0
DESPOJO,1,0,0
DESPOJÓ,0,0,2
DESPUÉS,0,78,196
DESTINA,0,1,0
DESTINO,1,1,14
DESTINÓ,0,1,0
DESVIAR,0,0,2
DETALLE,0,3,0
DETENER,1,1,0
DETENÍA,0,1,0
DETESTO,0,0,2
DETIENE,1,0,1
DEVOLVÍ,0,0,1
DEVORAR,1,1,1
DEVOTAS,0,2,0
DEVOTOS,0,6,0
DIABLOS,1,2,0
DIARIAS,0,1,0
DICHOSA,0,0,1
DICHOSO,0,1,1
DIENTES,1,1,2
DIESTRA,0,3,0
DIFUNTA,1,1,0
DIFUNTO,0,1,0
DIFÍCIL,0,2,1
DIGAMOS,0,1,0
DIJERAN,1,0,0
DIJERON,0,0,8
DIJESEN,1,0,0
DIJIMOS,0,0,1
DILUVIO,0,3,0
DIMITIR,1,0,0
DINARES,0,0,16
DIRECTA,0,1,4
DIREMOS,0,1,0
DIRIGEN,0,1,0
DIRIGIR,0,5,2
DIRIGIÓ,0,4,13
DIRIGÍA,0,5,2
DISIPAR,0,1,0
DISPARA,0,0,1
DISPARÉ,0,0,1
DISPARÓ,0,1,0
DISPONE,0,0,2
DISPUSE,0,0,3
DISPUSO,0,0,12
DISPUTA,1,0,0
DISTRAE,0,1,0
DIVERSO,0,1,0
DIVIDIR,0,0,1
DIVINAS,0,1,0
DIVISAS,0,0,1
DJANHAR,0,0,1
DJILIAD,0,0,1
DOBLABA,0,2,0
DOCENAS,0,1,0
DOLORES,2,2,2
DOMADOR,1,0,0
DOMINAR,1,3,1
DOMINEN,0,1,0
DOMINGO,3,0,0
DOMINIO,0,1,2
DORADAS,1,1,0
DORADOS,0,2,0
DORMIDA,0,0,1
DORMIDO,2,0,2
DORMIRÁ,0,1,0
DORMÍAN,0,1,0
DUDANDO,0,2,0
DULZURA,1,2,1
DUQUESA,0,26,0
DURABAN,1,0,0
DURANTE,5,17,46
DURARAN,0,0,1
DURARÁN,0,0,1
DÁNDOLE,0,3,1
DÁNDOME,0,1,3
DÁNDOSE,0,2,0
DÁTILES,0,0,1
DÉBILES,0,1,1
ECHABAN,1,1,0
ECHAMOS,0,0,2
ECHANDO,4,1,2
ECHARLA,2,0,0
ECHARLE,0,1,0
ECHARON,0,0,8
ECHARRI,0,3,0
ECHARSE,1,0,2
ECHARTE,0,0,2
EDICIÓN,0,1,9
EDUCADA,1,0,0
EDUQUEN,0,1,0
EFECTOS,1,1,2
EGOÍSMO,0,1,0
EJECUTÓ,0,0,1
EJEMPLO,0,1,5
EJERCER,0,3,1
ELEGIDO,0,0,1
ELEVADA,0,0,2
ELEVADO,0,0,1
ELEVÓSE,0,1,0
ELOGIOS,0,2,1
EMBARGO,0,1,2
EMBATES,0,0,1
EMOCIÓN,0,3,7
EMPAQUE,0,2,0
EMPEZAD,0,0,1
EMPIECE,0,1,0
EMPIEZA,0,0,4
EMPLEOS,0,0,1
EMPRESA,0,3,3
EMPUJÓN,0,1,0
EMPUÑAR,0,1,0
ENAMORA,0,1,0
ENAMORÓ,0,1,0
ENCANTO,1,1,0
ENCANTÓ,0,0,3
ENCARGA,0,1,1
ENCARGO,1,3,0
ENCARGÓ,0,1,1
ENCERRÓ,0,1,2
ENCUBRO,0,1,0
ENEMIGA,0,1,0
ENEMIGO,6,7,6
ENERGÍA,0,3,0
ENFERMA,5,1,2
ENFERMO,2,0,2
ENGAÑAR,0,1,0
ENOJADA,0,1,0
ENOJOSA,0,1,0
ENOJOSO,0,1,0
ENORMES,5,4,4
ENREDOS,0,1,0
ENRIQUE,0,2,0
ENSEÑAN,0,1,0
ENTERAN,0,0,1
ENTERAS,1,1,0
ENTEROS,3,0,0
ENTERRÉ,0,0,2
ENTRABA,4,3,0
ENTRADA,1,8,3
ENTRADO,4,4,3
ENTREGA,0,1,0
ENTREGO,0,0,2
ENTREGÓ,0,3,6
ENUMERÓ,0,0,1
ENVIABA,2,4,0
ENVIADO,0,4,1
ENVIARA,0,0,1
ENVIDIA,2,0,2
ENVIÉIS,0,1,0
ENVOLVÍ,0,0,1
EPOPEYA,0,1,0
EPÍLOGO,0,0,1
EQUIPOS,0,0,1
ERGUIDA,1,1,0
ERIZABA,1,0,0
ERIZADA,0,1,0
ERNESTO,0,0,1
ERRORES,0,2,0
ERUCTOS,1,0,0
ERÓTICA,0,0,1
ERÓTICO,0,0,2
ESBELTA,4,0,0
ESBELTO,1,0,3
ESCAMAS,2,0,0
ESCAPAR,1,3,1
ESCASAS,0,2,0
ESCASEZ,0,1,0
ESCASOS,0,0,1
ESCENAS,1,2,6
ESCLAVA,0,3,13
ESCLAVO,1,3,9
ESCOBAS,3,0,0
ESCOGEN,0,1,0
ESCOGER,2,0,2
ESCOGIÓ,0,1,0
ESCOJAS,0,0,1
ESCONDÍ,0,0,1
ESCRIBA,0,1,1
ESCRIBE,0,1,1
ESCRIBÍ,0,0,2
ESCRITA,0,1,4
ESCRITO,0,11,13
ESCUCHA,0,0,1
ESCUCHO,0,1,0
ESCUCHÓ,0,1,3
ESCUDOS,0,1,0
ESCUELA,0,4,1
ESCUETA,1,0,0
ESCUPEN,1,0,0
ESCUPIÓ,0,0,1
ESENCIA,0,0,1
ESFERAS,0,1,0
ESPACIO,4,4,2
ESPADAS,0,4,0
ESPALDA,2,2,2
ESPANTO,1,2,1
ESPANTÓ,0,1,0
ESPARTO,3,0,0
ESPAÑOL,0,3,2
ESPECIE,0,4,7
ESPEJOS,1,0,0
ESPERAN,0,2,1
ESPERAR,0,4,2
ESPERAS,0,1,0
ESPESAS,0,1,0
ESPESOS,1,0,0
ESPIADO,1,1,0
ESPOSAS,0,1,3
ESPOSOS,0,0,1
ESPUMAS,2,0,0
ESQUILO,0,0,1
ESQUINA,1,0,0
ESQUIVA,1,1,0
ESTABAN,15,14,17
ESTABLO,1,0,2
ESTACAS,1,0,1
ESTADOS,0,1,2
ESTAMOS,2,4,5
ESTANDO,4,2,2
ESTARLE,0,1,0
ESTARÁN,0,1,1
ESTARÍA,0,2,0
ESTATUA,0,1,2
ESTEBAN,0,30,0
ESTRADO,0,0,1
ESTRIBO,1,0,0
ESTUDIA,0,1,0
ESTUDIO,0,0,2
ESTUDIÓ,0,1,0
ETERNAS,0,1,0
EUNUCOS,0,1,0
EUROPEA,0,0,3
EVACUAR,0,0,1
EVITABA,0,1,0
EVITARÁ,0,1,0
EVITARÉ,0,0,1
EVOCABA,0,1,0
EXCEPTO,0,0,1
EXCESOS,0,1,0
EXCITAR,0,1,0
EXCLAMÓ,0,2,11
EXCUSAS,0,2,0
EXIGIRÁ,0,0,1
EXIGUAS,0,1,0
EXISTEN,0,2,1
EXISTIR,0,1,0
EXISTÍA,0,3,1
EXPANDE,0,0,1
EXPERTA,0,1,0
EXPERTO,0,1,0
EXPIRAR,0,1,0
EXPLICA,0,0,3
EXPLICÓ,0,0,4
EXPONEN,1,0,0
EXPONER,0,3,1
EXPONÍA,0,1,0
EXPRESO,0,1,0
EXPULSÓ,0,1,0
EXTENDÍ,0,0,1
EXTENSA,0,1,0
EXTRAJO,0,0,1
EXTRAÍA,0,1,0
EXTRAÑA,0,4,2
EXTRAÑE,0,1,0
EXTRAÑO,0,4,1
EXTREMO,4,20,2
FABRICO,1,0,0
FABRICÓ,0,0,1
FACETAS,0,0,1
FACHADA,0,3,0
FALANGE,0,1,0
FALTABA,3,2,1
FALTADO,1,0,1
FALTARÉ,0,1,0
FALTASE,2,0,0
FAMILIA,15,9,3
FAMOSAS,0,0,1
FANGOSA,1,0,0
FAROLES,0,0,1
FATIGAS,1,1,2
FAVORES,0,3,2
FEALDAD,0,0,1
FEDERAL,0,1,0
FELICES,3,3,2
FEMENIL,1,5,0
FEROCES,0,3,0
FIARNOS,0,0,1
FIEREZA,0,1,0
FIGURAR,0,1,0
FIGURAS,0,3,0
FIHRIST,0,0,1
FIJABAN,1,0,0
FIJANDO,1,1,0
FIJARSE,2,3,0
FINGIRÁ,0,0,1
FIRMABA,0,1,0
FIRMEZA,2,1,0
FLANCOS,2,0,0
